Entity,Code,Year,Men Overweight or Obese (%),Men (BMI),Women overweight or obese (%),Women (BMI),Daily caloric supply (per person) (kcal/person/day),Total population (Gapminder),HIV/AIDS and tuberculosis (DALYs),Diarrhea & common infectious diseases (DALYs),Malaria & neglected tropical diseases (DALYs),Maternal disorders (DALYs),Neonatal disorders (DALYs),Nutritional deficiencies (DALYs),Other communicable diseases (DALYs),Cancers (DALYs),Cardiovascular diseases (DALYs),Respiratory diseases (DALYs),Liver diseases (DALYs),Digestive diseases (DALYs),Neurological disorders (DALYs),Mental and substance use disorders (DALYs),"Diabetes, blood, & endocrine diseases (DALYs)",Musculoskeletal disorders (DALYs),Other NCDs (DALYs),Transport injuries (DALYs),Natural disasters (DALYs),Conflict and terrorism (DALYs),Self-harm (DALYs),Interpersonal violence (DALYs),Unintentional injuries (DALYs),% Adults > 25BMI
Benin,BEN,2012,15.9,22.4431036,33.4,23.97642579,2610.0,9351838.0,245600.508417,1455260.9926200002,771325.235736,83691.3171608,766154.55657,228311.01607800002,45943.929154000005,166575.842879,268753.90167600004,72238.73264049999,65762.41503559999,67076.7138217,100732.280876,168848.872306,222561.09301799999,112022.176524,390181.31438600004,93715.0429622,13.891483477000001,0.0,31675.2240394,20306.1142983,186036.40689800002,24.1
Benin,BEN,2013,16.3,22.49542286,34.3,24.10134155,2619.0,9606534.0,248450.042938,1431704.78553,750905.2101390001,83925.4722122,773123.243512,228480.79340100003,45547.3740412,172143.64374,275782.91609699995,74076.1924303,65504.598634099995,67755.15819,103702.98279,174251.96681500002,226391.97816300002,115577.272497,394906.39983899996,93882.28779219999,12.895797245499999,0.0,32714.304244400002,20873.4625058,187180.510671,24.6
Bermuda,BMU,2010,65.6,27.48782709,70.0,28.88304993,2677.0,64941.0,430.306770616,410.85672304900004,9.42682084584,7.140024096039999,235.709223216,230.383880865,39.8855064809,2402.72147498,2392.54779561,436.052779994,173.458256917,226.569678922,888.905928706,1399.88562443,1228.47760135,1140.5991793,1401.95911599,448.921359157,0.46686803959,0.0,130.44142594,143.793959787,503.952907944,
Bermuda,BMU,2011,66.4,27.603730900000002,70.4,28.95989009,2649.0,65077.0,429.765450001,404.24064406699995,9.27919950762,6.731456604759999,226.250933877,226.711058808,39.2176131459,2356.88908838,2366.87895961,427.32859225699997,166.61635190200002,221.797519586,896.1419837760001,1407.30779543,1210.20376125,1153.27503515,1406.88550535,437.89767627599997,0.5376938367499999,0.0,127.32251936700001,140.273184956,522.87070258,
Bermuda,BMU,2012,67.3,27.71903247,70.8,29.03677405,2649.0,65208.0,405.45650848199995,403.044405098,9.23150262019,6.44001527222,219.603443441,223.72491434900002,39.5333898381,2347.4427736,2351.83020584,424.672750034,165.46462417,221.005345281,906.0657830260001,1416.33350092,1202.29854163,1168.62057669,1416.48601735,423.785253715,0.544721135778,0.0,122.593595015,134.571036734,522.233709459,
Bermuda,BMU,2013,68.1,27.83481933,71.1,29.11355046,2671.0,65335.0,389.242089015,403.05736009699996,9.24957964399,6.151532550240001,222.59523827400002,221.01215194099998,39.5553759232,2335.71852656,2337.16991406,420.41674521,163.293029177,221.87368978599997,915.2871621260001,1426.95986456,1191.01154333,1185.28914654,1433.92169639,413.564789617,0.453546779415,0.0,119.608785115,132.51480086700002,524.8749702380001,
Bolivia,BOL,2010,46.0,24.57733039,54.9,26.910556699999997,2177.0,9929849.0,76169.6494406,471579.03293199994,33037.492151,29747.0056785,372224.812569,117753.643974,33457.9366528,232466.427705,286409.341847,81198.8410532,47689.1923179,82844.8414424,113326.24515799999,200827.773746,185783.742259,143640.698457,353198.657648,117380.014976,1604.83186904,5.80530370271,31126.9541083,39784.494937699994,195055.36779000002,49.3
Bolivia,BOL,2011,46.7,24.68184485,55.5,27.0334439,2222.0,10088108.0,75585.9020817,448953.472386,33160.8057069,28196.8887635,364151.445158,113882.699697,33040.5715918,237170.06859699998,289764.15716999996,81804.58756939998,48651.479434,81886.2650228,115863.162865,204759.38371300002,189891.965774,147015.270076,352017.263684,117588.82791800001,3093.61894171,6.687084787610001,31385.070818700002,39948.909584500005,199155.90914200002,49.9
Bolivia,BOL,2012,47.5,24.78848192,56.1,27.15814312,2234.0,10248042.0,73250.7406502,428003.17516,32893.7045452,27444.9567424,355736.832451,110830.41015699999,31527.854776,242500.59545599998,293493.120084,82553.36869139998,49738.7898559,81249.6159467,118531.98187799999,208796.427548,194147.94882,150958.613065,353056.210021,118405.089375,875.522776499,6.880557491830001,31701.065252099997,40298.9484059,196911.771267,50.6
Bolivia,BOL,2013,48.3,24.89768516,56.7,27.28413579,2256.0,10409761.0,69891.52661,409218.07272600004,32759.4409357,26810.630232299998,348226.76777,108032.190627,30292.9387304,248050.872363,297528.852804,83338.4654862,50887.568734199995,80697.2416374,121442.693175,212428.813836,198768.479071,154605.100339,354285.87460100005,117734.604001,4712.48761027,5.670469195700001,32027.6242861,40680.655590300004,197570.053164,51.2
Bosnia and Herzegovina,BIH,2010,52.0,25.64041581,44.0,24.60438454,3099.0,3760149.0,4130.46534259,14554.785243900002,356.416110952,370.350372171,17598.651265700002,11561.0038946,2144.33460485,199624.433034,314161.538006,30861.1702522,15388.854683399999,18431.6808544,65684.0915437,81214.7293281,90151.1871522,95481.1022689,99570.89292330001,20223.5680414,0.0,5310.46806981,11575.998139799998,6775.92377424,58184.0829947,53.1
Bosnia and Herzegovina,BIH,2011,52.7,25.70152182,44.1,24.61086306,3134.0,3752228.0,4023.89313385,14366.389202,330.082501916,334.976444088,17270.682435799998,11267.768952299999,2125.08445251,201210.488727,316945.680905,30914.218269099998,15306.1378149,18387.182569599998,66096.9895515,81087.88575039999,91252.6213348,95873.5432197,99569.5287546,20655.8204426,0.0,6494.34926899,11168.1102813,6825.02655354,63260.07331569999,53.7
Bosnia and Herzegovina,BIH,2012,53.5,25.75683311,44.1,24.60622525,3050.0,3744235.0,3793.87354181,14259.013367200003,317.633305254,316.845963233,17058.423903900002,11103.4095912,2096.2643665,202901.450122,315791.986517,31014.830731700004,15479.451659600001,18552.339819999997,66667.2148305,80850.35886869999,91983.580147,96686.6819783,100101.126435,21230.8648506,0.0,6463.37755853,11905.2973816,6530.93688302,63179.915966299995,54.2
Bosnia and Herzegovina,BIH,2013,54.2,25.80851603,44.1,24.59943417,3154.0,3735880.0,3631.94000184,14205.3687618,311.00378073400003,294.36720240799997,16321.0763197,10979.0656183,2079.33278545,205518.50575,317110.350646,31293.0053278,15686.8921299,18819.168864400002,67261.84704010001,80596.5554594,93316.0071028,97518.2720411,100549.173868,21675.3860512,6.20298976913,6037.77791543,12446.0593626,6295.32991401,63753.2243015,54.7
Botswana,BWA,2010,27.0,22.37998037,52.1,26.12502996,2234.0,2006945.0,602769.941185,92844.4115195,7778.69525813,3320.54739715,52196.2611566,15079.624896000001,6683.32751983,38107.5403834,59931.019383599996,22121.123914400003,5920.184125899999,8323.88966741,27022.622386799998,45235.9472934,46760.9603713,24766.338290400003,46302.837054100004,26682.483567099996,1.67272257269,0.0,15804.2664115,17809.3083905,30087.605520499998,35.2
Botswana,BWA,2011,27.9,22.45235193,53.0,26.20358281,2273.0,2030738.0,529474.527189,87867.9695987,7925.31295824,2993.03364603,47917.1045167,14722.5353759,6609.26377768,38782.400012599996,59779.20143759999,22158.0500196,5958.03599858,8284.76170743,27548.008509799998,46272.1027111,47571.65352,25612.4308015,46848.7680793,26137.9647251,1.73970229318,0.0,15780.8822429,17609.4293286,29928.190117799997,35.7
Botswana,BWA,2012,28.8,22.52325959,53.8,26.2795876,2342.0,2053237.0,469775.013316,82077.6753762,7977.90515546,2826.62091059,43310.1844507,14488.9521773,6548.37074296,40278.991196300005,61345.8397771,22487.2877597,6131.09086965,8404.88440537,28172.0641024,47317.584009900005,49432.1090717,26508.897832,47366.00091619999,26065.102654799997,1.8071836398299999,0.0,15987.1581961,17595.2194355,29929.7374927,36.2
Botswana,BWA,2013,29.8,22.59702094,54.6,26.35705965,2326.0,2074616.0,401384.263988,78148.3027778,8133.05678812,2548.97136786,38924.42554630001,14118.227579299999,6495.95724952,41322.756713,62026.0692816,22695.9204354,6249.2678212,8435.83998826,28770.588999900003,48358.717608800005,50753.99510380001,27361.293228400005,47890.2232356,25645.1929151,686.651123787,0.0,16086.1860909,17451.9450496,29801.4681513,36.8
Brazil,BRA,2010,51.7,25.31874752,50.8,25.76095611,3230.0,194946470.0,959738.2679610001,2824981.07582,522264.766013,146376.43821400002,2901153.5769,1023629.00725,235395.55587600003,4922413.22984,7290721.90687,1556992.20331,1026889.0487299999,920557.121041,2974321.2578,5458529.79779,3171613.3374,3949778.99962,5570947.0500300005,2672783.72659,24049.1561586,0.0,594035.991513,3244363.88597,2309360.1014,52.0
Brazil,BRA,2011,52.6,25.40539832,51.4,25.83536361,3286.0,196655014.0,945839.364725,2785000.94585,505963.42686400004,137701.561622,2815304.253,1014748.81917,231725.26000500002,5009049.06085,7347221.44603,1566367.24396,1037890.8390200001,933728.9944409999,3043620.17704,5512020.42799,3255799.06999,4031342.66987,5623453.86534,2705649.04503,53254.3128906,0.0,603694.721512,3274515.46257,2398710.30246,52.8
Brazil,BRA,2012,53.5,25.48753619,52.0,25.90915321,3248.0,198360943.0,928241.2114639999,2758410.5776,497989.405745,137157.222022,2723234.4758599997,1008766.7044299999,227089.119478,5095255.8132,7391671.88135,1571524.46271,1047128.66046,947779.380351,3112572.60903,5554613.85331,3327578.76711,4114283.5426199995,5676849.44607,2732499.4578299997,8640.80427995,0.0,616064.080884,3332546.70602,2424194.7042,53.6
Brazil,BRA,2013,54.4,25.56745078,52.5,25.98147159,3263.0,200050487.0,938448.86172,2716866.1334,498925.99804,138409.270163,2632862.54852,1004824.81034,224026.299573,5185592.68117,7476252.735119999,1587202.13004,1060127.79111,960439.868828,3180306.98107,5593785.19679,3406306.88276,4194889.37323,5720419.05109,2706337.36698,10259.725603,0.0,619077.282226,3328655.23182,2433052.45477,54.5
Brunei,BRN,2010,41.8,25.21607012,43.0,26.10187044,2894.0,398920.0,645.951485906,2092.55877212,174.29163299900003,153.148989396,2043.80555134,824.345138209,359.682447884,8920.35515914,9271.84077538,2900.58274497,540.68796427,769.692484217,4596.95874087,7364.21199727,8110.80143564,6985.37182742,8603.10631539,3844.86999678,0.470668126581,0.0,829.445202018,375.35811776800006,4634.58546575,36.2
Brunei,BRN,2011,42.5,25.28094007,43.3,26.10752784,2941.0,405938.0,665.938277908,2176.32906709,159.861005426,146.955483897,2126.76953002,825.4368761730001,368.800537835,9393.0306044,9702.84558819,3003.61599594,567.758050454,797.5290943210001,4700.11962749,7514.89510541,8438.96250047,7211.1964806000005,8812.02919623,3911.75678275,57.6307886446,0.0,845.4413096589999,378.98576904699996,4904.07464707,37.2
Brunei,BRN,2012,43.3,25.34388997,43.6,26.11338944,2970.0,412892.0,689.9331757460001,2250.44696954,167.442841257,149.868128319,2177.96964425,827.434254741,377.50124499699996,9946.53183303,10187.423516600002,3101.2606038000004,602.7655376380001,832.3461489580001,4818.82388947,7637.98700418,8809.98566763,7429.10649572,8962.86109248,3983.64248169,0.501239811864,0.0,870.813640608,381.71045737,5029.45600065,38.2
Brunei,BRN,2013,44.0,25.40171818,43.8,26.11553678,2985.0,419772.0,701.6184348930001,2290.55877373,177.93091317,150.247693811,2144.83911554,830.3455394839999,382.211070146,10496.5003388,10723.531212200001,3195.79743954,640.4372904530001,864.517024913,4924.25588678,7754.82444534,9134.17022482,7646.39482095,9033.63707702,4060.93584483,0.9130541155700002,0.0,909.7784237569999,383.92147640800005,5145.59748687,39.2
Bulgaria,BGR,2010,61.4,26.39768894,49.4,25.19257982,2762.0,7494332.0,7271.62758179,60356.3303656,679.883571382,1188.8842832,34986.108953099996,15009.523289200002,4432.79612223,410126.007844,1129496.02067,77424.2080443,53438.8594005,41306.935921300006,140812.23324200002,145436.466418,146535.15741800002,189864.745175,208207.16339,62896.5193473,146.65712224799998,0.0,36585.0955699,12222.9297099,151801.50475599998,62.7
Bulgaria,BGR,2011,62.0,26.4606205,49.5,25.20263958,2769.0,7446135.0,6755.50972368,56511.052597899994,503.424909398,967.4877115989999,32709.226835100002,14566.2993309,4246.61770646,406115.912439,1097521.09647,76086.96916519999,53091.8867436,40966.2314576,140724.587693,144600.746028,144063.60765999998,190887.598673,205822.07069000002,60646.699322500004,150.04875670299998,0.0,35288.915623400004,11841.9155794,154043.554803,63.3
Bulgaria,BGR,2012,62.5,26.51846759,49.6,25.20654945,2777.0,7397873.0,6912.15776995,54034.942213,527.844703269,963.932049142,30774.4292741,14264.9042584,4018.54008015,402932.864553,1070566.5238299998,74435.7742446,52791.1070584,40892.4256771,141031.90469,143851.945529,142469.98656199998,192177.966383,203908.69987,57949.90165880001,150.530547204,0.0,34298.2327307,11467.306553299999,153117.009542,63.9
Bulgaria,BGR,2013,63.0,26.5721527,49.7,25.2071369,2829.0,7349462.0,6033.18304029,52213.3398619,568.670918464,985.338265673,29337.218497900005,14037.3865185,3951.48998119,400665.596783,1059058.5594,73864.652192,52473.094203099994,41005.531638,141312.43335099999,143374.356915,141645.699505,193577.16086099998,203156.764706,56721.24786059999,137.362332155,0.0,33390.0219139,10996.561141799999,152473.78735199998,64.5
Burkina Faso,BFA,2010,13.7,21.84614358,25.0,21.74170379,2681.0,16468714.0,580732.249651,2624183.85743,3496583.13854,137876.597685,1267258.3351,607922.733288,181155.402945,231292.379593,393284.684718,93116.9900427,63762.3414857,128389.140797,135746.133493,244557.62111399998,385805.189204,157366.169403,806546.363886,147410.013195,1047.51422243,60.366218788400005,39249.6423319,13020.1682185,371344.56479699997,16.6
Burkina Faso,BFA,2011,14.0,21.91027173,25.7,21.80441128,2664.0,16967845.0,531768.832163,2552879.43723,3471059.36579,135095.63315799998,1267142.9093,608925.38145,170782.324664,237116.794145,400678.595273,94905.03185310001,63977.487080299994,128733.248752,139682.759932,252954.599077,389139.597658,162539.69542899998,821717.5043479999,148095.793835,9.73268743255,65.7038632494,39612.222333,13143.3097638,377458.462375,17.1
Burkina Faso,BFA,2012,14.4,21.97383348,26.4,21.86626867,2707.0,17481984.0,506174.99165200006,2593654.68993,3224668.6201299997,137063.07818699998,1260750.61882,623592.3218939999,170594.241864,251727.24715,416682.320484,98530.0893355,67398.9360558,134817.13515,145405.019186,261512.18250599998,409370.983925,168078.086274,842312.32371,159200.674612,1176.75648088,1194.00615165,43121.8371986,14009.258293399998,397655.387934,17.7
Burkina Faso,BFA,2013,14.7,22.03568615,27.1,21.92640666,2720.0,18011507.0,490324.82508999994,2521413.30901,3047380.55501,136987.306392,1262142.08012,641303.56144,170044.574561,263756.81561399996,429660.087775,101751.189778,70129.5963214,139249.804888,150685.010655,270570.237914,424301.62201399996,173887.292988,868025.5836659999,166566.919918,10.245803581799999,81.005160499,45231.138281,14510.2878562,414235.974279,18.2
Cambodia,KHM,2010,10.8,21.44288777,18.1,21.54076283,2417.0,14138255.0,270960.330192,1018952.1943600001,160257.050876,39704.1337275,552858.2706800001,145289.926026,88041.1896651,303499.26349499996,540441.973855,139651.01576500002,214067.17785,155004.827243,155361.122952,245867.705273,214501.88203399998,214273.604757,361789.038624,189122.87898699997,207.40789735099997,20230.4400819,40891.8478668,39590.0577707,338020.124481,16.4
Cambodia,KHM,2011,11.2,21.54114989,18.8,21.62916105,2426.0,14305183.0,252094.743354,955880.1534209999,152192.59515,34306.7836284,529520.879058,143735.766051,85942.1175354,309479.30600100005,547008.217381,141863.792386,217822.43230900003,153025.783254,158130.242571,250403.355871,217694.60394,219384.731792,362732.32695300004,191128.092304,14466.945324899998,26225.7755135,41592.741579,40328.1407754,314251.048884,17.0
Cambodia,KHM,2012,11.6,21.63952185,19.4,21.71771844,2432.0,14478320.0,227118.20204899998,892638.726293,149459.751028,32035.9860902,510190.016649,142801.358128,85473.7716238,316378.083479,552882.9843680001,144123.96063699998,221181.680818,151905.286323,161841.392702,254929.813668,221614.319942,225056.72522300002,365983.636456,192536.651536,230.729513165,25216.5008843,42248.086065400006,41074.494682599994,312877.645496,17.6
Cambodia,KHM,2013,12.0,21.7372417,20.1,21.80517277,2477.0,14656016.0,209292.223354,844228.797704,148087.238701,31706.422008599995,493026.515082,142240.625482,85093.3320421,323376.64356,559960.989675,146548.33126500002,225035.266925,150712.717008,165450.530241,260250.53331300002,226083.24031999998,230997.02555700002,368574.81043400004,195433.108456,11717.9981735,20519.6067697,42850.102128,41941.791429000004,312100.860047,18.2
Cameroon,CMR,2010,19.8,23.23893907,36.9,24.65433275,2510.0,19598889.0,1916575.7642400002,2842252.70584,2432628.44814,227451.748828,1555726.0771899999,415581.087058,292657.89824,390710.874393,594169.525517,154393.359104,180006.29419000002,150462.450722,211136.518054,352106.869119,466187.98725500004,222105.19806700002,908223.2586379999,199909.53088,216.54070519099997,243.65454327,75738.855992,51658.192393,460830.999017,26.0
Cameroon,CMR,2011,20.2,23.29581365,37.7,24.74807949,2573.0,20030362.0,1885372.52359,2848502.33768,2358405.36547,228965.560371,1574561.90131,421754.984634,307776.806916,403358.326923,606964.42872,158059.543264,179933.74855,152465.535401,217177.189812,362557.480811,479391.47996499995,227924.500188,930793.6334790001,203979.825944,222.320909824,1781.69874724,78146.6737078,53414.0561367,474836.85439700005,26.6
Cameroon,CMR,2012,20.7,23.35079779,38.5,24.84246022,2622.0,20468943.0,1843894.7241900002,2784971.53879,2277702.2992,228896.59374699998,1591278.67569,423393.00617,312160.287598,415045.028563,617469.428514,161358.83374200002,180586.903268,154060.33020899998,223494.983621,373202.969032,490115.56636000006,234585.151969,951169.642159,207864.508535,1791.81396057,262.661271291,80401.4104795,54830.284819500004,484347.604356,27.2
